time,open,high,low,close,Volume
2026-02-06T03:42:00-08:00,24853.25,24858.5,24845,24851,1015
2026-02-06T03:43:00-08:00,24850.75,24854.25,24844.25,24847.5,387
2026-02-06T03:44:00-08:00,24846.25,24849.5,24842,24844.5,350
2026-02-06T03:45:00-08:00,24843.75,24848,24838.25,24840,609
2026-02-06T03:46:00-08:00,24840.5,24846.25,24837.75,24838.5,742
2026-02-06T03:47:00-08:00,24839,24842.5,24836.5,24841.5,486
2026-02-06T03:48:00-08:00,24841.75,24851,24841,24851,380
2026-02-06T03:49:00-08:00,24850.5,24851,24835.75,24838.5,469
2026-02-06T03:50:00-08:00,24839.5,24846.5,24831,24843,892
2026-02-06T03:51:00-08:00,24842.75,24848.75,24834,24836.25,660
2026-02-06T03:52:00-08:00,24837,24838.25,24827.5,24829.5,551
2026-02-06T03:53:00-08:00,24829.5,24835.5,24825.5,24832.75,675
2026-02-06T03:54:00-08:00,24831,24847.75,24828.5,24847,706
2026-02-06T03:55:00-08:00,24847.25,24853.25,24844,24851.25,622
2026-02-06T03:56:00-08:00,24851,24866.5,24850.25,24859.75,1205
2026-02-06T03:57:00-08:00,24859.75,24864.25,24854.5,24857,690
2026-02-06T03:58:00-08:00,24857.25,24873.25,24853.75,24868.5,1373
2026-02-06T03:59:00-08:00,24868.5,24868.5,24853.75,24854.75,522
2026-02-06T04:00:00-08:00,24854.25,24859.5,24837.5,24840,1238
2026-02-06T04:01:00-08:00,24840,24850,24836.5,24846,688
2026-02-06T04:02:00-08:00,24845,24846,24834.75,24841.5,636
2026-02-06T04:03:00-08:00,24841.25,24854.5,24841,24850.25,883
2026-02-06T04:04:00-08:00,24850.75,24852,24839.5,24844.25,476
2026-02-06T04:05:00-08:00,24844.75,24852.5,24839.25,24847.5,780
2026-02-06T04:06:00-08:00,24846.75,24853,24838,24852.25,673
2026-02-06T04:07:00-08:00,24852.5,24861,24850.75,24852.75,894
2026-02-06T04:08:00-08:00,24852.5,24860,24835.25,24836.75,800
2026-02-06T04:09:00-08:00,24837.5,24837.5,24831.25,24833,993
2026-02-06T04:10:00-08:00,24832.5,24833.75,24821.25,24826.5,1070
2026-02-06T04:11:00-08:00,24827,24833.75,24821.75,24823.25,694
2026-02-06T04:12:00-08:00,24823.5,24825.75,24813.25,24814,1331
2026-02-06T04:13:00-08:00,24815,24820,24802.25,24802.75,1227
2026-02-06T04:14:00-08:00,24803.25,24811.25,24800.25,24800.25,1146
2026-02-06T04:15:00-08:00,24800,24807.5,24783.75,24792.5,1875
2026-02-06T04:16:00-08:00,24792.75,24821.5,24790,24821.5,1663
2026-02-06T04:17:00-08:00,24822,24825,24808.5,24811.75,1232
2026-02-06T04:18:00-08:00,24811.25,24812,24802,24803,869
2026-02-06T04:19:00-08:00,24804,24807.25,24798,24805.5,630
2026-02-06T04:20:00-08:00,24806.25,24817,24800.75,24801.75,1161
2026-02-06T04:21:00-08:00,24802.75,24810.5,24798.25,24810.5,514
2026-02-06T04:22:00-08:00,24809.75,24815.5,24802.75,24808.5,632
2026-02-06T04:23:00-08:00,24808.25,24812,24801,24804.25,339
2026-02-06T04:24:00-08:00,24804.75,24807,24795.25,24806.25,656
2026-02-06T04:25:00-08:00,24805.25,24806.25,24795.5,24797.5,371
2026-02-06T04:26:00-08:00,24798.5,24800.75,24791.75,24799.5,650
2026-02-06T04:27:00-08:00,24800,24802.25,24790,24796.25,729
2026-02-06T04:28:00-08:00,24796.75,24805.75,24795.5,24798.25,569
2026-02-06T04:29:00-08:00,24799,24799.5,24789.5,24794.25,601
2026-02-06T04:30:00-08:00,24794.5,24797.5,24789.5,24795.75,550
2026-02-06T04:31:00-08:00,24796.5,24813.5,24796.5,24813,992
2026-02-06T04:32:00-08:00,24812.25,24823.75,24811,24817.5,1052
2026-02-06T04:33:00-08:00,24818.25,24819.25,24804,24807.5,697
2026-02-06T04:34:00-08:00,24808.75,24808.75,24786.5,24788.5,1007
2026-02-06T04:35:00-08:00,24787.5,24793,24775.25,24777.5,1516
2026-02-06T04:36:00-08:00,24778.25,24789.75,24778.25,24788.25,795
2026-02-06T04:37:00-08:00,24788.75,24791,24782,24782.5,493
2026-02-06T04:38:00-08:00,24783.25,24798,24781.5,24790,1176
2026-02-06T04:39:00-08:00,24790.25,24792.75,24778.75,24779.25,1067
2026-02-06T04:40:00-08:00,24780,24801,24774.5,24797.5,1259
2026-02-06T04:41:00-08:00,24798.25,24810,24796,24804.5,1085
2026-02-06T04:42:00-08:00,24804.75,24813.5,24802,24811.25,632
2026-02-06T04:43:00-08:00,24810.5,24811.5,24801.25,24803.25,644
2026-02-06T04:44:00-08:00,24803,24803.75,24794,24795,624
2026-02-06T04:45:00-08:00,24795.75,24810,24794.25,24806.75,736
2026-02-06T04:46:00-08:00,24806.25,24809.25,24797.25,24801.75,514
2026-02-06T04:47:00-08:00,24801.5,24804,24798,24801.75,375
2026-02-06T04:48:00-08:00,24803.5,24803.5,24794.5,24800,362
2026-02-06T04:49:00-08:00,24800,24804,24796.25,24798.5,565
2026-02-06T04:50:00-08:00,24798,24799.25,24787.25,24789.75,680
2026-02-06T04:51:00-08:00,24789,24790.5,24779,24781.5,621
2026-02-06T04:52:00-08:00,24781,24785.75,24778.75,24782.25,558
2026-02-06T04:53:00-08:00,24782.25,24784.25,24765.75,24766.25,1327
2026-02-06T04:54:00-08:00,24767,24772.5,24761,24765.75,1291
2026-02-06T04:55:00-08:00,24766.5,24774.5,24764.25,24773,862
2026-02-06T04:56:00-08:00,24773.25,24793.25,24772.25,24779.75,1383
2026-02-06T04:57:00-08:00,24779.75,24789.75,24778,24788.25,682
2026-02-06T04:58:00-08:00,24786.5,24793.25,24780.75,24791.5,524
2026-02-06T04:59:00-08:00,24792.25,24796,24781.25,24783,657
2026-02-06T05:00:00-08:00,24782.75,24794.5,24782,24794,791
2026-02-06T05:01:00-08:00,24794.5,24794.5,24774.5,24779.25,1082
2026-02-06T05:02:00-08:00,24781,24782.5,24770.25,24774,872
2026-02-06T05:03:00-08:00,24774.25,24779,24766.5,24771.75,805
2026-02-06T05:04:00-08:00,24772.5,24774.25,24767,24769.5,811
2026-02-06T05:05:00-08:00,24769.5,24774,24765,24765.75,551
2026-02-06T05:06:00-08:00,24766,24775,24764.5,24772.25,517
2026-02-06T05:07:00-08:00,24772,24773.5,24760.5,24769.5,684
2026-02-06T05:08:00-08:00,24769.5,24781.25,24768,24769.75,983
2026-02-06T05:09:00-08:00,24771,24773.5,24763.75,24767,439
2026-02-06T05:10:00-08:00,24767,24768.75,24757.5,24759.5,780
2026-02-06T05:11:00-08:00,24759.5,24779.5,24758.75,24779.5,813
2026-02-06T05:12:00-08:00,24779.5,24799.25,24778.75,24793.25,1368
2026-02-06T05:13:00-08:00,24794,24805.5,24792,24803,1138
2026-02-06T05:14:00-08:00,24802,24806.75,24799.25,24801.5,757
2026-02-06T05:15:00-08:00,24801.75,24803,24781.5,24784.75,1084
2026-02-06T05:16:00-08:00,24784.25,24796.25,24782.5,24792,777
2026-02-06T05:17:00-08:00,24792.5,24798,24786.25,24788,587
2026-02-06T05:18:00-08:00,24788.25,24803.25,24784,24802.75,664
2026-02-06T05:19:00-08:00,24802.5,24822.75,24800.75,24820,1625
2026-02-06T05:20:00-08:00,24820.25,24831.5,24813.5,24819,2308
2026-02-06T05:21:00-08:00,24819.5,24840,24819.25,24839,1071
2026-02-06T05:22:00-08:00,24838,24842.75,24831,24839.5,1249
2026-02-06T05:23:00-08:00,24838.75,24841.75,24827.75,24832.25,751
2026-02-06T05:24:00-08:00,24832.25,24845.75,24824,24843.5,1154
2026-02-06T05:25:00-08:00,24843.5,24848.5,24831.75,24834.25,910
2026-02-06T05:26:00-08:00,24834.75,24834.75,24815.25,24817,1215
2026-02-06T05:27:00-08:00,24817,24826.25,24815.5,24821.5,705
2026-02-06T05:28:00-08:00,24821.5,24825.75,24818,24822.5,460
2026-02-06T05:29:00-08:00,24822.75,24823,24817,24819.75,326
2026-02-06T05:30:00-08:00,24820.25,24853.25,24817.25,24842.25,1837
2026-02-06T05:31:00-08:00,24842.75,24847.5,24835.75,24839.25,1027
2026-02-06T05:32:00-08:00,24838,24842.5,24821,24826.75,1241
2026-02-06T05:33:00-08:00,24826.25,24846,24823.25,24846,1021
2026-02-06T05:34:00-08:00,24845.75,24845.75,24826.5,24827.75,825
2026-02-06T05:35:00-08:00,24827.5,24832.25,24820.5,24829.25,882
2026-02-06T05:36:00-08:00,24829,24829.25,24807.5,24816,1110
2026-02-06T05:37:00-08:00,24815.25,24826,24778.25,24804.25,2418
2026-02-06T05:38:00-08:00,24803.5,24822.75,24801,24819.75,1048
2026-02-06T05:39:00-08:00,24821.25,24841.25,24802.5,24819.75,3083
2026-02-06T05:40:00-08:00,24819.75,24834.75,24809.25,24825.25,1687
2026-02-06T05:42:00-08:00,24815.75,24834.5,24813.5,24821.25,1022
2026-02-06T05:43:00-08:00,24821,24823.75,24810,24810,848
2026-02-06T05:44:00-08:00,24810.5,24814,24802.75,24808.25,854
2026-02-06T05:46:00-08:00,24809,24816.5,24803.75,24814.75,627
2026-02-06T05:47:00-08:00,24815.5,24819,24804.25,24804.5,662
2026-02-06T05:48:00-08:00,24804.5,24816,24803.75,24809.75,637
2026-02-06T05:49:00-08:00,24809,24819.75,24807.5,24815.5,618
2026-02-06T05:50:00-08:00,24815.5,24821.75,24792,24792.25,1365
2026-02-06T05:51:00-08:00,24792.25,24794.5,24783.75,24791.25,1405
2026-02-06T05:52:00-08:00,24790.75,24791.25,24776.5,24789.75,1637
2026-02-06T05:53:00-08:00,24790.5,24798.25,24780.75,24789.25,1302
2026-02-06T05:54:00-08:00,24788.5,24798,24788,24790.25,850
2026-02-06T05:55:00-08:00,24790.5,24802,24788.5,24798,971
2026-02-06T05:56:00-08:00,24797,24800.75,24781.25,24788.5,1169
2026-02-06T05:57:00-08:00,24788.5,24806,24788,24803,1146
2026-02-06T05:58:00-08:00,24803,24805.75,24785.25,24792,1683
2026-02-06T05:59:00-08:00,24792.25,24800.5,24789,24798.25,947
2026-02-06T06:00:00-08:00,24797.5,24803,24787.75,24791.5,1286
2026-02-06T06:01:00-08:00,24791.5,24797,24785.25,24794.5,1013
2026-02-06T06:02:00-08:00,24794.75,24799.25,24787,24794,1019
2026-02-06T06:03:00-08:00,24794.5,24801.25,24780,24781,1408
2026-02-06T06:04:00-08:00,24781,24793.5,24775.75,24792,1388
2026-02-06T06:05:00-08:00,24791.75,24798.75,24789,24796.25,1085
2026-02-06T06:06:00-08:00,24795.75,24799.75,24782.5,24795.75,1057
2026-02-06T06:07:00-08:00,24795.5,24802.5,24788,24799.75,1083
2026-02-06T06:08:00-08:00,24799.25,24812.75,24796.5,24809.5,1661
2026-02-06T06:09:00-08:00,24809.5,24817.5,24803.25,24804.75,1476
2026-02-06T06:10:00-08:00,24804.75,24805.5,24791.5,24799,1473
2026-02-06T06:11:00-08:00,24799,24805,24797.5,24801,813
2026-02-06T06:12:00-08:00,24801,24805.75,24797.25,24798.5,889
2026-02-06T06:13:00-08:00,24799.5,24800.75,24789,24789.25,901
2026-02-06T06:14:00-08:00,24789.25,24795.5,24782.25,24795.25,1278
2026-02-06T06:15:00-08:00,24795.25,24797,24784.25,24787.25,931
2026-02-06T06:16:00-08:00,24787,24789.5,24782.25,24787.75,726
2026-02-06T06:17:00-08:00,24787.75,24800.25,24784.25,24798,997
2026-02-06T06:18:00-08:00,24798,24799,24787.75,24791.5,951
2026-02-06T06:19:00-08:00,24791.25,24808.75,24790.25,24806.75,992
2026-02-06T06:20:00-08:00,24807,24809.25,24795.75,24798.25,1218
2026-02-06T06:21:00-08:00,24798.25,24804,24797,24802.25,660
2026-02-06T06:22:00-08:00,24801.75,24803.5,24787.75,24788.25,1129
2026-02-06T06:23:00-08:00,24788.5,24798.25,24788.5,24796,747
2026-02-06T06:24:00-08:00,24796.5,24802.5,24792.25,24792.25,942
2026-02-06T06:25:00-08:00,24792.25,24793.75,24775.5,24781.25,1999
2026-02-06T06:26:00-08:00,24780.5,24787.75,24776.5,24783.5,1119
2026-02-06T06:27:00-08:00,24783.25,24783.25,24753,24759,2992
2026-02-06T06:28:00-08:00,24758.75,24768,24748,24764,3150
2026-02-06T06:29:00-08:00,24764,24783.75,24758,24760.25,3092
2026-02-06T06:30:00-08:00,24760,24769.75,24719,24738.25,12739
2026-02-06T06:31:00-08:00,24739.5,24774.5,24722.5,24754.25,7893
2026-02-06T06:32:00-08:00,24754,24833.75,24700.5,24832.75,15756
2026-02-06T06:33:00-08:00,24833.75,24873,24832.25,24866.75,12737
2026-02-06T06:34:00-08:00,24866.25,24887,24842.75,24857.25,11359
2026-02-06T06:35:00-08:00,24857.25,24872.25,24837.25,24857,8931
2026-02-06T06:36:00-08:00,24856.25,24863.5,24818,24858.25,10507
2026-02-06T06:37:00-08:00,24858.75,24877.75,24841.5,24876.25,8643
2026-02-06T06:38:00-08:00,24877,24916.5,24874.5,24908.25,12537
2026-02-06T06:39:00-08:00,24908.75,24923.5,24900,24911.75,8365
2026-02-06T06:40:00-08:00,24911.25,24927.5,24877.25,24917.75,12251
2026-02-06T06:41:00-08:00,24917.75,24926.25,24846,24854.25,11150
2026-02-06T06:42:00-08:00,24855.25,24874.5,24845,24862.75,8090
2026-02-06T06:43:00-08:00,24862.75,24899.5,24857.25,24895,6840
2026-02-06T06:44:00-08:00,24895.25,24927,24884.5,24926.75,7969
2026-02-06T06:45:00-08:00,24927.25,24943,24921.5,24931.75,9316
2026-02-06T06:46:00-08:00,24932,24949,24897.5,24921.5,9957
2026-02-06T06:47:00-08:00,24921.5,24946.5,24903.75,24939.5,6703
2026-02-06T06:48:00-08:00,24940,24949.5,24923.25,24943.75,6160
2026-02-06T06:49:00-08:00,24942.25,24950,24900,24931.5,8631
2026-02-06T06:50:00-08:00,24932,24946.5,24917.25,24939.25,6278
2026-02-06T06:51:00-08:00,24940,24981,24938.5,24975,9242
2026-02-06T06:52:00-08:00,24976,24984,24959.25,24977.5,5817
2026-02-06T06:53:00-08:00,24977.75,24980.5,24929.5,24932.25,6742
2026-02-06T06:54:00-08:00,24932.75,24942.75,24906.25,24910,8108
2026-02-06T06:56:00-08:00,24883,24884.75,24856.75,24860.25,6985
2026-02-06T06:57:00-08:00,24859.5,24896,24854,24894.5,6488
2026-02-06T06:58:00-08:00,24893.5,24896.75,24847.75,24870.75,5985
2026-02-06T06:59:00-08:00,24871.75,24873.5,24851.25,24855,3308
2026-02-06T07:00:00-08:00,24854.75,24863.75,24818.25,24845.25,8863
2026-02-06T07:01:00-08:00,24844.25,24848,24804,24818.5,7951
2026-02-06T07:02:00-08:00,24818.25,24835.5,24803.75,24817,6626
2026-02-06T07:03:00-08:00,24817,24830,24793.25,24795.5,7060
2026-02-06T07:04:00-08:00,24795.25,24807.5,24782.5,24802.25,7459
2026-02-06T07:05:00-08:00,24803,24850,24794,24809.5,12246
2026-02-06T07:06:00-08:00,24809.5,24813.25,24762.5,24764.5,9902
2026-02-06T07:07:00-08:00,24764.5,24799.75,24758,24791.25,8847
2026-02-06T07:08:00-08:00,24790.5,24796.75,24770.25,24793.25,5732
2026-02-06T07:09:00-08:00,24792.75,24812,24784.25,24789.75,7179
2026-02-06T07:10:00-08:00,24789,24838,24789,24834.25,8444
2026-02-06T07:11:00-08:00,24834,24870.5,24830.25,24846.25,11651
2026-02-06T07:13:00-08:00,24797,24805.5,24764.5,24778.5,10099
2026-02-06T07:14:00-08:00,24779.5,24796.25,24766.25,24769.75,7270
2026-02-06T07:15:00-08:00,24769.75,24792.5,24763,24776,6931
2026-02-06T07:16:00-08:00,24776,24813.5,24742,24812,13289
2026-02-06T07:17:00-08:00,24812.25,24840.5,24797,24813.75,10248
2026-02-06T07:18:00-08:00,24814.5,24855.75,24792.5,24848.5,8561
2026-02-06T07:19:00-08:00,24849.5,24863,24828,24850,7565
2026-02-06T07:20:00-08:00,24850.5,24863.5,24841.5,24842.25,5885
2026-02-06T07:21:00-08:00,24843,24899.75,24838.5,24880.5,11384
2026-02-06T07:22:00-08:00,24880.5,24902.25,24878,24895.25,6807
2026-02-06T07:23:00-08:00,24895.75,24905,24809.75,24818.5,12221
2026-02-06T07:24:00-08:00,24817.75,24847,24806.25,24837,7283
2026-02-06T07:25:00-08:00,24835.75,24890,24825.25,24885,8601
2026-02-06T07:26:00-08:00,24885,24907.25,24878.25,24902.75,6820
2026-02-06T07:27:00-08:00,24903,24908,24871.5,24882.75,6677
2026-02-06T07:28:00-08:00,24881.75,24916.25,24881.75,24894.75,7179
2026-02-06T07:29:00-08:00,24895.25,24905.5,24880.75,24904,4900
2026-02-06T07:30:00-08:00,24904.25,24909.5,24876.25,24888.25,6272
2026-02-06T07:31:00-08:00,24888.25,24890.75,24859.75,24877.5,5141
2026-02-06T07:32:00-08:00,24877.75,24897.25,24863.25,24892,4759
2026-02-06T07:33:00-08:00,24892.75,24921.25,24882.75,24917.25,6179
2026-02-06T07:34:00-08:00,24918,24934,24914.75,24925.5,5080
2026-02-06T07:35:00-08:00,24925.75,24934.25,24906.75,24930,4867
2026-02-06T07:36:00-08:00,24930.5,24930.75,24902.25,24910.5,4655
2026-02-06T07:37:00-08:00,24908.75,24919.75,24905.25,24916.25,3789
2026-02-06T07:38:00-08:00,24915.25,24923.75,24909.75,24917,3498
2026-02-06T07:39:00-08:00,24917.25,24925.5,24910,24913.75,2868
2026-02-06T07:40:00-08:00,24913,24928.5,24905.75,24919.25,3674
2026-02-06T07:41:00-08:00,24918.75,24928,24914.25,24918.25,2626
2026-02-06T07:42:00-08:00,24917.5,24944.75,24908.75,24934.75,6394
2026-02-06T07:43:00-08:00,24935,24947.5,24917.75,24929,4933
2026-02-06T07:44:00-08:00,24928.5,24938.5,24918,24925.25,3548
2026-02-06T07:45:00-08:00,24925.5,24941,24922,24932.75,3386
2026-02-06T07:46:00-08:00,24933.25,24956.75,24930.25,24954.75,4257
2026-02-06T07:47:00-08:00,24955.25,24962.25,24947,24959.5,4825
2026-02-06T07:48:00-08:00,24959.75,24959.75,24915.25,24918.5,6406
2026-02-06T07:49:00-08:00,24919,24930.75,24907.75,24911,6318
2026-02-06T07:50:00-08:00,24910.75,24912.75,24861.75,24862.75,9232
2026-02-06T07:51:00-08:00,24862.25,24883,24859.5,24872,6838
2026-02-06T07:52:00-08:00,24872.25,24876.75,24846.25,24847.5,4799
2026-02-06T07:53:00-08:00,24847.25,24852,24840.5,24841.75,5033
2026-02-06T07:54:00-08:00,24841.5,24848.75,24820,24829.5,6110
2026-02-06T07:55:00-08:00,24828.75,24871.75,24821.5,24871.25,6881
2026-02-06T07:56:00-08:00,24871.75,24888,24859.75,24875.5,7086
2026-02-06T07:57:00-08:00,24876,24887.5,24867.25,24882.75,4753
2026-02-06T07:58:00-08:00,24883,24896,24869.75,24877,4399
2026-02-06T07:59:00-08:00,24877.25,24900.5,24865.75,24895.75,4327
2026-02-06T08:00:00-08:00,24895.5,24901,24880.25,24890.5,4666
2026-02-06T08:01:00-08:00,24891.25,24918.5,24884.5,24916.5,5059
2026-02-06T08:02:00-08:00,24914.75,24935.75,24906.5,24929,6251
2026-02-06T08:03:00-08:00,24929.25,24951.5,24929.25,24950.75,4704
2026-02-06T08:04:00-08:00,24950.75,24959.75,24940.5,24958.5,4014
2026-02-06T08:05:00-08:00,24959,24968.75,24949.25,24954.5,7047
2026-02-06T08:06:00-08:00,24954.75,24975,24945,24974.75,5352
2026-02-06T08:07:00-08:00,24975,24995,24973.5,24985.75,7828
2026-02-06T08:08:00-08:00,24986.5,24990.75,24962.75,24970.75,5241
2026-02-06T08:09:00-08:00,24970.75,24981.25,24968.25,24977.75,3679
2026-02-06T08:10:00-08:00,24978.25,24994.25,24977,24991,3974
2026-02-06T08:11:00-08:00,24991.25,24998.75,24973.75,24997.25,4282
2026-02-06T08:12:00-08:00,24998,24999.5,24987.75,24988.75,3056
2026-02-06T08:13:00-08:00,24989,25003,24984.75,25001.75,3430
2026-02-06T08:14:00-08:00,25001.5,25004.75,24995,25002.75,2905
2026-02-06T08:15:00-08:00,25003,25010.75,24997.5,25002,4370
2026-02-06T08:16:00-08:00,25002,25003.75,24977,24982,5052
2026-02-06T08:17:00-08:00,24982,24986,24974.25,24980.5,2959
2026-02-06T08:18:00-08:00,24980.5,24993.5,24976.75,24991.5,2721
2026-02-06T08:19:00-08:00,24991,24994.75,24986,24992.25,1671
2026-02-06T08:21:00-08:00,24998.75,25031.75,24998,25031,5944
2026-02-06T08:22:00-08:00,25030.5,25036.5,25010,25012.5,5399
2026-02-06T08:23:00-08:00,25012.25,25025,25012,25015.25,2387
2026-02-06T08:24:00-08:00,25015.75,25017.75,25005.5,25011.25,2697
2026-02-06T08:25:00-08:00,25011.25,25013,24993.75,24996.5,3520
2026-02-06T08:26:00-08:00,24997.25,25006.75,24990.25,24997.25,3379
2026-02-06T08:27:00-08:00,24997.5,24999,24978,24983.25,4243
2026-02-06T08:28:00-08:00,24982.5,24995.25,24977.75,24993.5,3134
2026-02-06T08:29:00-08:00,24993,25008.5,24991.25,25006.25,3437
2026-02-06T08:30:00-08:00,25006.75,25025,25003.5,25017,5565
2026-02-06T08:31:00-08:00,25016.5,25018,25005.25,25011.75,2400
2026-02-06T08:32:00-08:00,25011.5,25028.25,25010.5,25018.25,2957
2026-02-06T08:33:00-08:00,25018,25028,25015,25026.75,2187
2026-02-06T08:34:00-08:00,25026.75,25039.25,25025,25037.75,3617
2026-02-06T08:35:00-08:00,25037.25,25048.75,25033,25044.75,6020
2026-02-06T08:36:00-08:00,25044.5,25045.5,25030,25039.75,4354
2026-02-06T08:37:00-08:00,25039,25039.5,25025.5,25032.25,2866
2026-02-06T08:38:00-08:00,25032.25,25044.5,25028.5,25033.5,3215
2026-02-06T08:39:00-08:00,25033,25042.25,25029.75,25034,1883
2026-02-06T08:40:00-08:00,25033.5,25046,25027.75,25042.75,3068
2026-02-06T08:41:00-08:00,25043.5,25049.5,25040.75,25049.25,2806
2026-02-06T08:42:00-08:00,25049,25051.75,25033.25,25038.5,3427
2026-02-06T08:43:00-08:00,25038.75,25046,25028.75,25030.25,2407
2026-02-06T08:44:00-08:00,25029.75,25032.75,25008.25,25024.75,5498
2026-02-06T08:45:00-08:00,25025.25,25036.5,25022.25,25026.25,3075
2026-02-06T08:46:00-08:00,25026.75,25030.75,25014.25,25029.5,3050
2026-02-06T08:47:00-08:00,25029,25031.75,25016,25019,1752
2026-02-06T08:48:00-08:00,25018.75,25032.25,25018.25,25022.5,1986
2026-02-06T08:49:00-08:00,25021,25031.25,25017.25,25029.75,1476
2026-02-06T08:50:00-08:00,25030,25036.25,25026.25,25034,1884
2026-02-06T08:51:00-08:00,25033.25,25040.75,25028.5,25035,2160
2026-02-06T08:52:00-08:00,25035,25038.75,25027.5,25028.5,1601
2026-02-06T08:53:00-08:00,25029.25,25041.75,25025.25,25034.75,2010
2026-02-06T08:54:00-08:00,25034.5,25037.75,25024.75,25030,1787
2026-02-06T08:55:00-08:00,25030,25030,25010.25,25016.25,3007
2026-02-06T08:56:00-08:00,25016.5,25020.25,25001.5,25007.75,3011
2026-02-06T08:57:00-08:00,25007.25,25009,24992.5,24994,3183
2026-02-06T08:58:00-08:00,24994.25,24996.5,24978.75,24990,4374
2026-02-06T08:59:00-08:00,24990.25,25003.5,24988.75,25000.75,3073
2026-02-06T09:00:00-08:00,25000.75,25005.5,24986.25,24987.5,3935
2026-02-06T09:01:00-08:00,24988,25007.5,24987.5,25006.75,2131
2026-02-06T09:02:00-08:00,25007.25,25012.75,25000.25,25004,2585
2026-02-06T09:03:00-08:00,25004.5,25016.75,24999.25,25015.5,2553
2026-02-06T09:04:00-08:00,25015.75,25027.75,25012.25,25027.75,3793
2026-02-06T09:05:00-08:00,25028,25038.75,25027.25,25033.5,2937
2026-02-06T09:06:00-08:00,25034.25,25040,25029.5,25035.5,1943
2026-02-06T09:07:00-08:00,25035.5,25048.75,25032.75,25046,2753
2026-02-06T09:08:00-08:00,25047,25055.75,25039.25,25042.5,3410
2026-02-06T09:09:00-08:00,25043,25048.75,25040.5,25047.5,1533
2026-02-06T09:10:00-08:00,25047.25,25056,25046.75,25054.5,2199
2026-02-06T09:11:00-08:00,25054.25,25056.75,25047.75,25050,1874
2026-02-06T09:12:00-08:00,25050.25,25053.25,25025,25031.5,3202
2026-02-06T09:13:00-08:00,25031.5,25045.75,25022.75,25045,3049
2026-02-06T09:14:00-08:00,25044.5,25050,25039.75,25041.75,2217
2026-02-06T09:15:00-08:00,25042.25,25045.5,25028.75,25033.25,2327
2026-02-06T09:16:00-08:00,25033.75,25039.5,25027.5,25037,1845
2026-02-06T09:17:00-08:00,25037,25047.25,25025.75,25046,2247
2026-02-06T09:18:00-08:00,25045.5,25051.5,25039.75,25051.5,1827
2026-02-06T09:19:00-08:00,25051,25065.75,25045.75,25047.25,4237
2026-02-06T09:20:00-08:00,25047.5,25048.5,25040.25,25042.75,2117
2026-02-06T09:21:00-08:00,25042.5,25048.25,25038.5,25039.75,1790
2026-02-06T09:22:00-08:00,25039.75,25043.75,25032.25,25043.75,2017
2026-02-06T09:23:00-08:00,25043.75,25047.5,25038,25040.5,1295
2026-02-06T09:24:00-08:00,25041,25046,25039.5,25044.75,921
2026-02-06T09:25:00-08:00,25044.5,25056.75,25044,25049,2403
2026-02-06T09:26:00-08:00,25048.5,25055.5,25044,25054.5,1282
2026-02-06T09:27:00-08:00,25054.75,25069,25052.5,25066.75,3341
2026-02-06T09:28:00-08:00,25066.5,25072.5,25059,25065.75,2792
2026-02-06T09:29:00-08:00,25065.75,25075,25064.5,25070,2288
2026-02-06T09:30:00-08:00,25070,25076.5,25067.25,25075,2144
2026-02-06T09:31:00-08:00,25075.25,25086.25,25074.75,25082.75,2897
